foundation_slug,program_slug,award_year,recipient_name,recipient_type,project_title,project_description,amount,currency,source_url,discipline,confidence,needs_review,review_reason,scan_metadata
hubersaatio,general,2026,Heli Hartikainen,individual,Heli Hartikaisen ”Interbody”-levyn äänitys- ja painatuskulut ja livevisuaalit,"Interbody on saksofonisti ja äänitaiteilija Hartikaisen toinen levy. Teos on sävelletty tenorisaksofonille ja aktiiviselle polyfoniselle sampleriohjelmistolle, jonka Hartikainen ja ääniteknikko Mäki-Ullakko ovat yhdessä kehittäneet. Levyn kansitaiteen ja konserttien livevisuaalit tekee skenografi ja kuvataiteilija Helka Saariniemi. Interbody-levyn singlekappale “Pneuma” julkaistiin 27.2.2026.",3500,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/,musiikki,0.95,False,,"{""source_quote"": ""**Heli Hartikainen** – € 3.500 – musiikki"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Heli Hartikainen"", ""amount_raw"": ""€ 3.500"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""004"", ""run_id"": ""hubersaatio"", ""purpose"": ""Apurahalla kustannetaan kuvataiteilija Helka Saariniemen palkkio levynkansitaiteesta ja livevisuaaleista, osa ääniteknikko Kaj Mäki-Ullakon äänitys- ja miksauspalkkiosta sekä katetaan vinyylin painamiskuluja Helsingin Levypuristamolla.""}"
hubersaatio,general,2026,Holappa & Posti & Strandberg & Vekki,group,On Site – tanssiteos kahdelle ihmisruumiille ja kaivinkoneelle,"On Site tutkii ihmisen ja koneen välistä suhdetta liikkeen ja ruumiillisen vuoropuhelun keinoin. Teos on moniaistillinen spektaakkeli, jossa esiintyjän naisenruumis kurottaa kohti maskuliinisiksi miellettyjä koneita ja niiden liikettä. Se törmäyttää kaksi perinteisesti erillistä maailmaa, tuoden näkyväksi miten ruumis, työ, maa ja liike kietoutuvat toisiinsa taiteellisena ja yhteiskunnallisena ilmiönä.",3500,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/,tanssi,0.95,False,,"{""source_quote"": ""**Holappa & Posti & Strandberg & Vekki** – € 3.500 – tanssi"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Holappa & Posti & Strandberg & Vekki"", ""amount_raw"": ""€ 3.500"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""006"", ""run_id"": ""hubersaatio"", ""purpose"": ""Skenografi-pukusuunnittelijan ja äänisuunnittelijan työskentelyyn sekä kaivinkoneen kuljettaja palkkaan. Rahoituksella varmistetaan turvallinen ja riittävä harjoittelu kaivinkoneen kanssa sekä tarvittava aika ulkotiloissa tapahtuvan teoksen visuaalisen ja auditiivisen ilmeen luomiseen.""}"
hubersaatio,general,2026,"Iiris Hilden, Katja Sallinen ja Arttu Rintakumpu",group,Olohuone,"Olohuone on esityskonsepti yläkoulujen välitunneille. Projektin tavoitteena on luoda helposti lähestyttävä ja kevyesti liikuteltava esitysinstallaatio, joka yhdistää nykytanssia ja DJ-keikan. Teos leikittelee tanssin suhteella musiikkiin, vieraillen sekä tutuissa että yllättävissä maailmoissa.",3500,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/,"tanssi, esitystaide, musiikki",0.95,False,,"{""source_quote"": ""**Iiris Hilden, Katja Sallinen ja Arttu Rintakumpu** – € 3.500 – tanssi, esitystaide, musiikki"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Iiris Hilden, Katja Sallinen ja Arttu Rintakumpu"", ""amount_raw"": ""€ 3.500"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""006"", ""run_id"": ""hubersaatio"", ""purpose"": ""Työryhmän jäsenten taiteelliseen työskentelyyn.""}"
hubersaatio,general,2026,Kaisa Lundán,individual,"Näytelmän ""Missä kiltit lapset kasvavat"" kirjoittamiseen","Missä kiltit lapset kasvavat on näytelmä väkivaltaisesta teinitytöstä. Näytelmä keskittyy tekijään ja siihen verkostoon jossa tekijä elää. Se tarkastelee miten väkivallantekijä syntyy, ja jatkaa olemassaoloaan pitkään sen jälkeen, kun itse teko on ohi.",2000,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/,teatteri,0.85,False,,"{""source_quote"": ""**Kaisa Lundán** – € 2.000 – teatteri"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Kaisa Lundán"", ""amount_raw"": ""€ 2.000"", ""agent_confidence"": 0.85, ""rule_score"": 1.0, ""notes"": ""First bullet reads as a purpose phrase rather than a standalone project title; kept as-is per bullet-order rule."", ""chunk_id"": ""007"", ""run_id"": ""hubersaatio"", ""purpose"": ""Apurahan aikainen työ koostuu haastatteluista, aineistonkeruusta ja kirjoitustyöstä.""}"
hubersaatio,general,2026,Katerina Repponen,individual,Nykysirkusesitys Pause & Flow,"PAUSE & FLOW on nykysirkusesitys, joka paljastaa arjen pienet, merkitykselliset hetket. Se tutkii pysähtyneisyyttä, liikettä, tasapainoa ja muutosta, ja kutsuu pohtimaan elämän hetkiä. Esityksessä yhdistyvät liike, pariakrobatia, tanssi ja esinemanipulaatio. Lavalla: 2 esiintyjää, 1 teknikko.",2000,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/,sirkus,0.95,False,,"{""source_quote"": ""**Katerina Repponen** – € 2.000 – sirkus"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Katerina Repponen"", ""amount_raw"": ""€ 2.000"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""005"", ""run_id"": ""hubersaatio"", ""purpose"": ""Valosuunnittelun toteuttaminen esitykseen PAUSE & FLOW. Apuraha kattaa kahden viikon työskentelyn työryhmän kanssa, valosuunnitelman laatimisen, harjoitukset ja ensi-illan valotekniikan.""}"
hubersaatio,general,2026,Kummitustalo-kollektiivi,group,Elävät aaveet,"Monitaiteellinen Kummitustalo-kollektiivi perustettiin kesällä 2025 ja sen muodostavat neljä neljä eri ikäistä ja eri taustaista queer-taiteilijaa, joita yhdistävät samankaltaiset kokemukset toiseudesta ja näkymättömyydestä, ja näitä teemoja tutkitaan ja ruumiillistetaan aaveuden teeman kautta. Kollektiivi työstää paikkasidonnaista nykytanssiteosta, jonka esitykset ulottuvat Lappiin saakka.",3500,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/,"tanssi, esitystaide, musiikki",0.95,False,,"{""source_quote"": ""**Kummitustalo-kollektiivi** – € 3.500 – tanssi, esitystaide, musiikki"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Kummitustalo-kollektiivi"", ""amount_raw"": ""€ 3.500"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""006"", ""run_id"": ""hubersaatio"", ""purpose"": ""Paikkasidonnaisen ja monitaiteellisen Elävät aaveet (työnimi) nykytanssiteoksen taiteelliseen ennakkosuunnitteluun ja taiteellisen työskentelyn aloittamiseen elokuussa 2026.""}"
hubersaatio,general,2026,Laura Rämä,individual,Syntipukki,"Syntipukki on seremoniallinen tapahtuma ja esitys, joka päivittää joulupukin hahmon ympäristökriisin aikakaudelle. Se kysyy, millaista pukkia tarvitsemme nyt ja tulevaisuudessa? Esitys palaa vanhaan nuuttipukkiperinteeseen, jossa pukki oli groteski, käänteinen ja karnevalistinen hahmo: pukki ei tuonut lahjoja eikä rauhaa, vaan vei pois joulun sekä hätisti pahat henget pois.Syntipukin juuret ovat Laura Rämän pitkäaikaisessa Pukki-hahmossa.",3500,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/#esitystaide,"esitystaide, musiikki, teatteri",0.95,False,,"{""source_quote"": ""**Laura Rämä** – € 3.500 – esitystaide, musiikki, teatteri"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Laura Rämä"", ""amount_raw"": ""€ 3.500"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""002"", ""run_id"": ""hubersaatio"", ""purpose"": ""Esityksen valmistamiseen: äänitekniikan, puvustuksen ja musiikin (+sävellystyön) kuluihin.""}"
hubersaatio,general,2026,Läsnä -yhtye,group,Läsnä – Närvande,"Läsnä on livesävelletty teos kaikesta siitä mikä on läsnä tässä hetkessä. Tämän tilasidonnaisen teoksen konseptin on kehittänyt ja sitä johtaa säveltäjä Sonja Korkman. Yhtyeeseen kuuluu: Turkka Inkilä – huilu, Jaime Estévez Moreira – saksofoni, Lambis Pavlou – piano ja Jasu Aalto – kontrabasso.",3500,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/,musiikki,0.95,False,,"{""source_quote"": ""**Läsnä -yhtye** – € 3.500 – musiikki"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Läsnä -yhtye"", ""amount_raw"": ""€ 3.500"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""004"", ""run_id"": ""hubersaatio"", ""purpose"": ""Apurahaa käytetään kattamaan osa muusikoiden työskentelystä. Työskentely sisältää kolmen viikon harjoitusajan sekä 2–3 konserttia.""}"
hubersaatio,general,2026,Maija Viipuri ja työryhmä,group,Ja ihan vaan rehellinen (työnimi),"Teos, jossa ruumiillistuu ja tilallistuu Emma ja Matilda -duon albumi ”Jos mä oisin rehellinen”. Näyttämöteos ”Ja ihan vaan rehellinen” luo vaihtoehtoisen tavan olla kollektiivisesti musiikin äärellä.",3500,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/,tanssi,0.95,False,,"{""source_quote"": ""**Maija Viipuri ja työryhmä** – € 3.500 – tanssi"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Maija Viipuri ja työryhmä"", ""amount_raw"": ""€ 3.500"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""006"", ""run_id"": ""hubersaatio"", ""purpose"": ""Työryhmän työskentelyyn ensimmäisellä työskentelyperiodilla sekä demoesityksen valmistamiseen ja esittämiseen.""}"
hubersaatio,general,2026,Matias Salmenaho,individual,Why? – Draamadokumentti sirkustaiteilijan ammatista Suomessa ja maailmalla.,"Dokumenttisarja joka kertoo sirkustaiteilijan ammatista karuista oloista glamouriin. Moni ei uskoisi mitä tämä työ pitää sisällään ja siitä myös hyvin harvoin puhutaan. Yleisö näkee vain sen mitä lavalla tapahtuu lyhyen hetken ja kaikki muu jää arvoitukseksi. Tässä dokumenttisarjassa kerrotaan eri sirkustaiteilijoiden tarinoita kuvien, videoiden ja haastattelujen avulla.",2000,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/,"sirkus, esitystaide, musiikki, teatteri",0.95,False,,"{""source_quote"": ""**Matias Salmenaho** – € 2.000 – sirkus, esitystaide, musiikki, teatteri"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Matias Salmenaho"", ""amount_raw"": ""€ 2.000"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""005"", ""run_id"": ""hubersaatio"", ""purpose"": ""Dokumenttisarjan pilottijakson kuvaamiseen sekä editoimiseen. Ensimmäisessä jaksossa on vieraana Tukholmassa asuva amerikkalainen jonglööri Jay Gilligan ja haastattelijana/isäntänä toimii Matias Salmenaho.""}"
hubersaatio,general,2026,Mia Seppälä,individual,Hyvinvoinnin sisäistäminen – sanaton performanssi,"Sanaton performanssi Kalasataman hyvinvointikeskuksen edessä: poistan tulostetusta julkisivukuvasta sanan ”hyvinvointi” nesteen avulla ja nielen poistetun materiaalin. Teos tarkastelee, miten instituutioiden viestit siirtyvät kuvasta kehoon ja muuntuvat keholliseksi kokemukseksi — miten merkitys “sisäistyy” kirjaimellisesti ja kuvallisesti.",1300,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/#esitystaide,esitystaide,0.95,False,,"{""source_quote"": ""**Mia Seppälä** – € 1.300 – esitystaide"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Mia Seppälä"", ""amount_raw"": ""€ 1.300"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""002"", ""run_id"": ""hubersaatio"", ""purpose"": ""Apuraha kattaa performanssin valmistelun: esityspaikan ennakkokartoituksen ja kuvauksen, materiaalien hankinnan, performanssin toteutuksen ja dokumentoinnin.""}"
hubersaatio,general,2026,Mikko Siirola,individual,Klassinen kitara kirjastossa -kiertue,Tavoitteena on lisätä kitaralle sävelletyn taidemusiikin tunnettuutta ja parantaa sen saavutettavuutta tuomalla konsertit perinteisten konserttisalien ulkopuolelle. Konsertit sisältävät myös yleisötyötä: esittelen soitinta ja sen ohjelmistoa sekä keskustelen yleisön kanssa.,2000,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/,musiikki,0.9,False,,"{""source_quote"": ""**Mikko Siirola** – € 2.000 – musiikki"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Mikko Siirola"", ""amount_raw"": ""€ 2.000"", ""agent_confidence"": 0.9, ""rule_score"": 1.0, ""notes"": ""Bullet order here reads more like purpose/description/purpose than title/description/purpose; mapped by position per rule."", ""chunk_id"": ""004"", ""run_id"": ""hubersaatio"", ""purpose"": ""Klassisen kitaran konserttikiertue kirjastoihin Suomen alueella.""}"
hubersaatio,general,2026,Minna Koskenlahti,individual,Sooloalbumin valmistamiseen,"Mytty-albumi on lyömäsoittimilla soitettua kokeellista, yhteiskuntakriittistä instrumentaalimusiikkia. Levy käsittelee teemoja vallasta, väkivallasta ja pelon tunteen käyttämisestä poliittisena välineenä sekä pohtii, miten historian tapahtumat ovat läsnä tässä päivässä.Levyn äänittää ja miksaa Motoki Tanizawa Hoshi To Niji -studiossa Kobuchizawassa Japanissa. Levyn julkaisee ato.archives.",2000,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/,musiikki,0.85,False,,"{""source_quote"": ""**Minna Koskenlahti** – € 2.000 – musiikki"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Minna Koskenlahti"", ""amount_raw"": ""€ 2.000"", ""agent_confidence"": 0.85, ""rule_score"": 1.0, ""notes"": ""First bullet reads as purpose-like phrasing ('Sooloalbumin valmistamiseen') rather than a distinct title; mapped to project_title by position per rule."", ""chunk_id"": ""004"", ""run_id"": ""hubersaatio"", ""purpose"": ""Katan apurahalla soololevyn valmistamisen matka- ja majoituskuluja sekä Hoshi To Niji -studion tilavuokran neljäksi päiväksi.""}"
hubersaatio,general,2026,"Mustonen, Mäki ja työryhmä",group,Date Night – nykynäyttämöesitys,"Date Night on epäkonventionaalinen ensitreﬃkuvaelma kahdelle esiintyjälle sekä virtuaaliselle lapsikuorolle. Työprosessimme tutkii vierautta, intiimiyttä, tutustumista ja seksuaalisuutta valvontakapitalismin ja algoritmien ylläpitämässä sosiaalisessa todellisuudessa.",3500,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/,"teatteri, tanssi, esitystaide",0.9,False,,"{""source_quote"": ""**Mustonen, Mäki ja työryhmä** – € 3.500 – teatteri, tanssi, esitystaide"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Mustonen, Mäki ja työryhmä"", ""amount_raw"": ""€ 3.500"", ""agent_confidence"": 0.9, ""rule_score"": 1.0, ""chunk_id"": ""007"", ""run_id"": ""hubersaatio"", ""purpose"": ""Taiteellinen työskentely työryhmän jäsenille, deittailua valvontakapitalistisessa todellisuudessa käsittelevän esityksen valmistamiseen. Esitys saa ensi-iltansa Viirus teatterilla helmikuussa 2027.""}"
hubersaatio,general,2026,Oblivia & KlangLab,group,Dreaming Turtles,"Dreaming Turtles on taiteen ja mielikuvituksen voimaa korostava musiikkiteatteriesitys, jossa toiminta, toivo ja yhteisöllisyys tarjoavat vastaliikkeen tälle sekavalle ajalle. Esitys yhdistää esitystaiteen sekä elävän ja elektronisen musiikin yhteistyössä säveltäjä Yiran Zhaon ja sveitsiläisen KlangLab Ensemblen kanssa. Teos on osa ihmisen vaikutusta maailmaan luotaavaa Turn Turtle Turn -sarjaa.",3500,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/#esitystaide,"esitystaide, musiikki",0.95,False,,"{""source_quote"": ""**Oblivia & KlangLab** – € 3.500 – esitystaide, musiikki"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Oblivia & KlangLab"", ""amount_raw"": ""€ 3.500"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""002"", ""run_id"": ""hubersaatio"", ""purpose"": ""Apuraha kohdennetaan ryhmän freelancereiden palkkioihin.""}"
hubersaatio,general,2026,Petri Karra,individual,Minua ei enää ole — puheenvuoroja lähisuhdeväkivallasta,"Minua ei enää ole— puheenvuoroja lähisuhdeväkivallasta on dokumentaarinen, traumatietoisesti rakennettu näyttämöteos, jossa lähisuhdeväkivaltaa kokeneet ja sitä käyttäneet aikuiset tuovat omat äänensä näyttämölle turvallisessa devising-prosessissa.",2000,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/,teatteri,0.95,False,,"{""source_quote"": ""**Petri Karra** – € 2.000 – teatteri"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Petri Karra"", ""amount_raw"": ""€ 2.000"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""007"", ""run_id"": ""hubersaatio"", ""purpose"": ""“Minua ei enää ole” -produktion varhaiseen kehitysvaiheeseen, jonka konkreettinen lopputulos on: Konseptin ja dramaturgisen rakenteen ensimmäinen kirjallinen muoto, kumppanuuksien ja turvallisuuskehyksen lukitseminen.""}"
hubersaatio,general,2026,Porvoon Kulttuurilaiva ry.,organization,Saamelaisen muusiikin ja kulttuurin ilta Porvoon Kulttuurilaivalla,"Haluamme tuoda saamelaisen musiikin huippuja Kulttuurilaivan lavalle, ja samalla levittää tietoisuuttaa saamelaisuuteen liittyvistä ajankohteista asioista ja haasteista. Tapahtuma olisi musiikkipainoitteinen mutta aiomme mahdollisuuksien mukaan myös sisällyttää sanomaa, joko puhujien tai dialogien avulla.",3500,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/,"musiikki, esitystaide",0.95,False,,"{""source_quote"": ""**Porvoon Kulttuurilaiva ry.** – € 3.500 – musiikki, esitystaide"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Porvoon Kulttuurilaiva ry."", ""amount_raw"": ""€ 3.500"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""004"", ""run_id"": ""hubersaatio"", ""purpose"": ""Käytämme apurahoja suoraan artistien palkkioihin ja matkakuluihin.""}"
hubersaatio,general,2026,Ruumiiden kaiut -työryhmä,group,Ruumiiden kaiut,"Ruumiiden kaiut on näyttelijä Anssi Niemen uusi näyttämösoolo, joka sijoittuu syksyiselle hautausmaalle. Entinen näyttelijä, nykyinen hautausmaatyöntekijä käy läpi suhdettaan elämäänsä koskettaneisiin ruumiisiin, eläviin ja kuolleisiin. Ruumiiden kaiut on arkinen ja ihmeellinen esitys kuolemasta ja seksistä, jossa hautausmaan hartaus ja arkisuus kohtaavat maagisen ja himokkaan.",3500,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/,"teatteri, tanssi",0.95,False,,"{""source_quote"": ""**Ruumiiden kaiut -työryhmä** – € 3.500 – teatteri, tanssi"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Ruumiiden kaiut -työryhmä"", ""amount_raw"": ""€ 3.500"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""007"", ""run_id"": ""hubersaatio"", ""purpose"": ""Haen rahoitusta Ruumiiden kaiut -työryhmän aloitustyöpajaan, joka pidetään kevät-kesällä 2026. Viiden päivän aikana on tarkoitus testata kirjoitettua tekstiä näyttämöllisesti ja tutkia, millaisen suhteen se voisi ottaa muihin esityksellisiin elementteihin: ääneen, tilaan, valoon ja liikkeeseen.""}"
hubersaatio,general,2026,Salla Talvikki Nieminen,individual,Sidokset (työnimi),"Sidokset on monipäiväinen performanssi, jossa kudon hitaasti kangaspuilla huivin, jonka mallina on teollisesti kudottu huivi. Esityksellä kysyn, millaiset kehon liikkeet, käsityöläisten arkiset tanssit, ovat uhanalaisia maailmassa, jossa lähes kaikki valmistetaan teollisesti. Esityksessä kankaankudonnan kehollisuus, tanssi kutojan ja kangaspuiden välillä, nostetaan lavalle säilyttämisen arvoisena.",2000,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/#esitystaide,"esitystaide, tanssi",0.95,False,,"{""source_quote"": ""**Salla Talvikki Nieminen** – € 2.000 – esitystaide, tanssi"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Salla Talvikki Nieminen"", ""amount_raw"": ""€ 2.000"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""002"", ""run_id"": ""hubersaatio"", ""purpose"": ""Apuraha käytetään työskentelyyn (esityksen valmistelu ja esittäminen), esityksen matka-, majoitus- ja materiaalikuluihin sekä esitysavustajan palkkioon.""}"
hubersaatio,general,2026,Sananveisto -työryhmä,group,Sananveisto -esitys (työnimi),"Sananveisto -esitys on puhumalla kirjoittamiselle rakentuva improvisatorinen esitystaiteen, teatterin ja kirjoittamisen välimaastossa tapahtuva esitys, ensi-ilta alkuvuonna 2027.",3500,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/#esitystaide,"esitystaide, teatteri",0.95,False,,"{""source_quote"": ""**Sananveisto -työryhmä** – € 3.500 – esitystaide, teatteri"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Sananveisto -työryhmä"", ""amount_raw"": ""€ 3.500"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""002"", ""run_id"": ""hubersaatio"", ""purpose"": ""Apuraha käytetään esityksen tuotantokuluihin.""}"
hubersaatio,general,2026,Sanna Hento,individual,Suomi näyttämönä – tanssien Suomen halki,"Suomi näyttämönä on seikkailunhaluinen ja rohkea sekä osallistava sooloteos, jossa kuljen tanssimalla 1500 km Helsingistä Utsjoelle. Matka etenee maanteillä, poluilla, kaupungeissa ja kylissä, metsissä, pelloilla, vaaroilla ja tuntureilla tanssien jokaisen askeleen. Teos toteutuu ihmisten ja yhteisöjen keskellä, matkalla, mahdollistaen matalan kynnyksen osallistumisen.",2000,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/,"tanssi, esitystaide",0.95,False,,"{""source_quote"": ""**Sanna Hento** – € 2.000 – tanssi, esitystaide"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Sanna Hento"", ""amount_raw"": ""€ 2.000"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""006"", ""run_id"": ""hubersaatio"", ""purpose"": ""Taiteellinen työskentely""}"
hubersaatio,general,2026,Shaghayegh Ansari & Aref Houshmandnia,group,Kirjeitä keittiölleni,"”Kirjeitä keittiölleni” on osallistava performanssitaiteen sarja, joka tarkastelee keittiön käsitettä arjen elämän, muistin ja piilevien ekologisten politiikkojen elävänä arkistona. Tilannesidonnaisten kirjoittamisen käytäntöjen kautta, jotka kohdistuvat esineisiin ja kodin tiloihin, projekti tarkastelee kriittisesti nykyajan suhteita kulutukseen, kehoon ja muistiin.",3500,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/#esitystaide,esitystaide,0.95,False,,"{""source_quote"": ""**Shaghayegh Ansari & Aref Houshmandnia** – € 3.500 – esitystaide"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Shaghayegh Ansari & Aref Houshmandnia"", ""amount_raw"": ""€ 3.500"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""002"", ""run_id"": ""hubersaatio"", ""purpose"": ""Projektin suunnittelu- ja kehitysvaiheen työskentelykulujen kattamiseen, mukaan lukien videoiden editointi sekä esitystekstin kirjoittaminen ja viimeistely.""}"
hubersaatio,general,2026,Sonja Kuittinen,individual,Keskusteluja pehmolelujen kanssa (työnimi),"”Keskusteluja pehmolelujen kanssa” on monologiesityksen käsikirjoitushanke alkoholistin aikuisen lapsen kokemuksesta käsin. Prosessi tarkastelee näkyväksi tulemisen ja häpeän teemoja: miten kehossa vuosikymmeniä kulkeneet, vaietut tuntemukset voivat muuttua sanoiksi ja näyttämölliseksi ilmaisuksi.",2000,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/,"teatteri, esitystaide",0.95,False,,"{""source_quote"": ""**Sonja Kuittinen** – € 2.000 – teatteri, esitystaide"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Sonja Kuittinen"", ""amount_raw"": ""€ 2.000"", ""agent_confidence"": 0.95, ""rule_score"": 1.0, ""chunk_id"": ""007"", ""run_id"": ""hubersaatio"", ""purpose"": ""Apuraha käytetään yhden kuukauden intensiiviseen käsikirjoitustyöhön, taiteelliseen tutkimukseen ja haastattelumateriaalin työstämiseen. Tavoitteena on monologiesityksen käsikirjoituksen hahmottuminen ja eteneminen kohti ensimmäistä versiota.""}"
hubersaatio,general,2026,Susanna Kuparisen politiikkakollektiivi,group,Gaza – Lännen hiljaisuus (työnimi),"”Gaza – Lännen hiljaisuus” on vahvasti ajassa kiinni oleva yhteiskunnallinen teatteriesitys, jossa hyödynnetään taiteen keinoja, tieteellistä tutkimusta ja tutkivan journalismin lähdemateriaalia. Uskomme, että objektiivinen tutkimustieto yhdistettynä teatteritaiteeseen on tehokas keino selittää vaikeakin aihe, voimauttaa yleisöä ja vaikuttaa yhteiskuntaan.",3000,EUR,https://www.hubersaatio.fi/myonnetyt-apurahat/,teatteri,0.85,False,,"{""source_quote"": ""**Susanna Kuparisen politiikkakollektiivi** – € 3.000 – teatteri"", ""extractor"": ""grantscrape/0.1"", ""foundation"": ""Samuel Huberin taidesäätiö"", ""recipient_raw"": ""Susanna Kuparisen politiikkakollektiivi"", ""amount_raw"": ""€ 3.000"", ""agent_confidence"": 0.85, ""rule_score"": 1.0, ""notes"": ""Recipient is a named collective; classified as group though it functions like a named production entity."", ""chunk_id"": ""007"", ""run_id"": ""hubersaatio"", ""purpose"": ""Esitys nojautuu vahvasti audiovisuaaliseen lähdemateriaaliin. Apurahalla on tarkoitus tuoda audiovisuaalisuus orgaaniseksi, informatiiviseksi ja taiteellisesti korkeatasoiseksi osaksi teatteriesitystä. Apuraha jakautuu audiovisuaalisen suunnittelijan, ohjaajan ja tuottajan kesken.""}"
